1;5600;5600;0;[12]+[7]+[2];3;2150;1930;1520
2;5600;5600;0;[12]+[7]+[2];3;2150;1930;1520
3;5600;5600;0;[12]+[7]+[2];3;2150;1930;1520
4;5600;5600;0;[12]+[7]+[2];3;2150;1930;1520
5;5600;5600;0;[12]+[7]+[2];3;2150;1930;1520
6;5600;5600;0;[12]+[7]+[2];3;2150;1930;1520
7;5600;5600;0;[13]+[6]+[2];3;2200;1880;1520
8;5600;5600;0;[13]+[6]+[2];3;2200;1880;1520
9;5600;5600;0;[13]+[6]+[2];3;2200;1880;1520
10;5600;5600;0;[13]+[6]+[2];3;2200;1880;1520
11;5600;5600;0;[13]+[6]+[2];3;2200;1880;1520
12;5600;5590;10;[8]+[6]+[4];3;2000;1880;1710
13;5600;5590;10;[8]+[6]+[4];3;2000;1880;1710
14;5600;5590;10;[8]+[6]+[4];3;2000;1880;1710
15;5600;5590;10;[8]+[6]+[4];3;2000;1880;1710
16;5600;5590;10;[8]+[6]+[4];3;2000;1880;1710
17;5600;5590;10;[8]+[6]+[4];3;2000;1880;1710
18;5600;5590;10;[8]+[6]+[4];3;2000;1880;1710
19;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
20;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
21;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
22;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
23;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
24;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
25;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
26;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
27;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
28;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
29;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
30;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
31;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
32;5600;5590;10;[11]+[7]+[2];3;2140;1930;1520
33;5600;5580;20;[6]+[6]+[5];3;1880;1880;1820
34;5600;5580;20;[6]+[6]+[5];3;1880;1880;1820
35;5600;5580;20;[6]+[6]+[5];3;1880;1880;1820
36;5600;5580;20;[10]+[10]+[1];3;2100;2100;1380
37;5600;5580;20;[10]+[10]+[1];3;2100;2100;1380
38;5600;5580;20;[10]+[10]+[1];3;2100;2100;1380
39;5600;5580;20;[10]+[10]+[1];3;2100;2100;1380
40;5600;5580;20;[10]+[10]+[1];3;2100;2100;1380
41;5600;5580;20;[10]+[10]+[1];3;2100;2100;1380
42;5600;5580;20;[10]+[10]+[1];3;2100;2100;1380
43;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
44;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
45;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
46;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
47;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
48;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
49;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
50;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
51;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
52;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
53;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
54;5600;5580;20;[12]+[9]+[1];3;2150;2050;1380
55;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
56;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
57;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
58;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
59;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
60;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
61;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
62;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
63;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
64;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
65;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
66;5600;5580;20;[13]+[5]+[3];3;2200;1820;1560
67;5600;5580;20;[13]+[8]+[1];3;2200;2000;1380
68;5600;5580;20;[13]+[8]+[1];3;2200;2000;1380
69;5600;5580;20;[13]+[8]+[1];3;2200;2000;1380
70;5600;5560;40;[11]+[4]+[4];3;2140;1710;1710
71;5600;5560;40;[11]+[4]+[4];3;2140;1710;1710
72;5600;5460;140;[5]+[5]+[5];3;1820;1820;1820
73;5600;5130;470;[4]+[4]+[4];3;1710;1710;1710
